id,title,developer_id,price_min,price_max,bhk_config,locality,city,rera_number,cover_image_local,source_platform,source_url
2cf3b903-7e14-4a24-a32b-7a578f330f32,"Flats / Apartments for Rent in Sector 30, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-rent-in-sector-30-gandhinagar
8742d449-0c04-4672-9a38-8eeccad37635,"Flats / Apartments for Rent in Akru, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-rent-in-akru-ahmedabad
99ae704d-8f2d-4f71-b756-0554c21775b2,"Flats / Apartments for Rent in Saijpur Bogha, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-rent-in-saijpur-bogha-ahmedabad
b68bb86e-bf42-47e7-894a-762b16a20d82,"Flats / Apartments for Rent in Sg Highway, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-rent-in-sg-highway-ahmedabad
c920b972-90db-4aba-b8e7-28225a30c9d2,"Flats / Apartments for Rent in Sankod, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-rent-in-sankod-ahmedabad
73d428bc-e5c9-44fa-a884-0e9c421e4368,"Flats / Apartments for Rent in Ashoknagar, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-rent-in-ashoknagar-ahmedabad
a8e595b7-a091-41a0-a532-2bfd045922da,"Flats / Apartments for Rent in Railway Colony, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-rent-in-railway-colony-ahmedabad
dca22a1e-f002-48eb-bf37-ab9211904be0,"Flats / Apartments for Rent in Vadvasa, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-rent-in-vadvasa-gandhinagar
135a706f-0774-4621-8394-70ac81ba78b1,"Flats / Apartments for Sale in L G Hospital, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-sale-in-l-g-hospital-ahmedabad
bdf7f502-fafa-43a8-a5d7-591dac063496,"Flats / Apartments for Sale in Sabarmati, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-sale-in-sabarmati-ahmedabad
e7c32bc7-03d0-438f-b9bd-4ecf8d2bc64f,"Flats / Apartments for Rent in Chhala, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-rent-in-chhala-gandhinagar
423ce79f-88c3-4d58-bff0-ba59fb45c178,"Flats / Apartments for Sale in Muktipur, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-sale-in-muktipur-ahmedabad
da788c17-cdcd-4ed2-9438-cbe0bef57e8b,"Flats / Apartments for Rent in Nesda, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-rent-in-nesda-ahmedabad
260fb60d-581d-49af-80c1-84947e1cd482,"Flats / Apartments for Sale in Sandhida, Ahmedabad",9f027614-9e09-4c4a-bc1c-35db1637260c,,,,Ahmedabad,Ahmedabad,Id,,addressbox,https://www.addressbox.com/property-search/flats-for-sale-in-sandhida-ahmedabad
